GRAVEDAD,FECHA,AÑO,HORA,JORNADA,DIA_SEMANA,BARRIOS-COREGIMIENTO- VIA,DIRECCION,ZONA,AUTORIDAD,LAT,LONG,HIPOTESIS,CONDICION DE LA VICTIMA,CLASE DE SINIESTRO,LESIONADO,HOMICIDIOS,CLINICA,SITIO,CLASE VEHICULO,MARCA,MATRICULA,TIPO DE SERVICIO,EMPRESA, , 
HERIDOS,11/14/2020 12:00:00 AM,2020,1899-12-31T22:50:00.000,NOCHE,6_SABADO,RECREO,CARRERA 24 CALLE 21,URBANA,TECNICO,3.519,-7.629.586,NO RESPETAR PRELACION,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,KEEWAY,PRADERA,PARTICULAR,NO APLICA,,
HERIDOS,11/14/2020 12:00:00 AM,2020,1899-12-31T22:50:00.000,NOCHE,6_SABADO,RECREO,CARRERA 24 CALLE 21,URBANA,TECNICO,3.519,-7.629.586,NO RESPETAR PRELACION,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
HERIDOS,11/15/2020 12:00:00 AM,2020,1899-12-31T21:15:00.000,NOCHE,7_DOMINGO,RECREO,CARRERA 24 CALLE 18,URBANA,TECNICO,351.685,-7.629.586,SEMAFORO EN ROJO,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,MOTO,SUZUKI,CALI,PARTICULAR,NO APLICA,,
HERIDOS,11/15/2020 12:00:00 AM,2020,1899-12-31T21:15:00.000,NOCHE,7_DOMINGO,RECREO,CARRERA 24 CALLE 18,URBANA,TECNICO,351.685,-7.629.586,SEMAFORO EN ROJO,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,KIMCO,CALI,PARTICULAR,NO APLICA,,
DAÑOS,11/15/2020 12:00:00 AM,2020,1899-12-31T19:20:00.000,NOCHE,7_DOMINGO,VERSALLE S,CALLE 42 CARRERA 28,URBANA,TECNICO,353.801,-7.629.739,NO ESTAR PENDIENTE DE LA VIA,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,CALI,PARTICULAR,NO APLICA,,
DAÑOS,11/15/2020 12:00:00 AM,2020,1899-12-31T21:00:00.000,NOCHE,7_DOMINGO,POBLADO,CALLE 44 CARRERA 13,URBANA,TECNICO,353.937,-76.286,INVADIR CARRIL SENTIDO CONTRARIO,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,CALI,PARTICULAR,NO APLICA,,
DAÑOS,11/15/2020 12:00:00 AM,2020,1899-12-31T21:00:00.000,NOCHE,7_DOMINGO,POBLADO,CALLE 44 CARRERA 13,URBANA,TECNICO,353.937,-76.286,INVADIR CARRIL SENTIDO CONTRARIO,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,CALI,PARTICULAR,NO APLICA,,
HERIDOS,11/16/2020 12:00:00 AM,2020,1899-12-31T15:40:00.000,TARDE,1_LUNES,ZAMORANO,CARRERA 28 CALLE 60,URBANA,TECNICO,3.5502,-7.629.437,PERDIDA DEL CONTROL,CONDUCTOR,CHOQUE,1,NO APLICA,PALMA,NO APLICA,MICROBUS,IVECO,SANTANDER,PUBLICO,TRANS YUMBO,,
HERIDOS,11/16/2020 12:00:00 AM,2020,1899-12-31T15:40:00.000,TARDE,1_LUNES,ZAMORANO,CARRERA 28 CALLE 60,URBANA,TECNICO,3.5502,-7.629.437,PERDIDA DEL CONTROL,PASAJERO,CHOQUE,1,NO APLICA,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
HERIDOS,11/16/2020 12:00:00 AM,2020,1899-12-31T15:40:00.000,TARDE,1_LUNES,ZAMORANO,CARRERA 28 CALLE 60,URBANA,TECNICO,3.5502,-7.629.437,PERDIDA DEL CONTROL,PASAJERO,CHOQUE,1,NO APLICA,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
HERIDOS,11/16/2020 12:00:00 AM,2020,1899-12-31T15:40:00.000,TARDE,1_LUNES,ZAMORANO,CARRERA 28 CALLE 60,URBANA,TECNICO,3.5502,-7.629.437,PERDIDA DEL CONTROL,PASAJERO,CHOQUE,1,NO APLICA,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
HERIDOS,11/16/2020 12:00:00 AM,2020,1899-12-31T15:40:00.000,TARDE,1_LUNES,ZAMORANO,CARRERA 28 CALLE 60,URBANA,TECNICO,3.5502,-7.629.437,PERDIDA DEL CONTROL,PASAJERO,CHOQUE,1,NO APLICA,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
HERIDOS,11/16/2020 12:00:00 AM,2020,1899-12-31T15:40:00.000,TARDE,1_LUNES,ZAMORANO,CARRERA 28 CALLE 60,URBANA,TECNICO,3.5502,-7.629.437,PERDIDA DEL CONTROL,PASAJERO,CHOQUE,1,NO APLICA,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
HERIDOS,11/16/2020 12:00:00 AM,2020,1899-12-31T13:35:00.000,TARDE,1_LUNES,LAS FLORES,CALLE 30 CARRERA 1 +50 MTS,URBANA,TECNICO,352.085,-7.627.788,ARRANCAR SIN PRECAUCION,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,MOTO,HERO,PRADERA,PARTICULAR,NO APLICA,,
HERIDOS,11/16/2020 12:00:00 AM,2020,1899-12-31T13:35:00.000,TARDE,1_LUNES,LAS FLORES,CALLE 30 CARRERA 1 +50 MTS,URBANA,TECNICO,352.085,-7.627.788,ARRANCAR SIN PRECAUCION,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PALMIRA,PARTICULAR,NO APLICA,,
HERIDOS,11/16/2020 12:00:00 AM,2020,1899-12-31T14:10:00.000,TARDE,1_LUNES,SANTA RITA,CALLE 36 CARRERA 27,URBANA,TECNICO,353.264,-7.629.707,SEMAFORO EN ROJO,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,MOTO,HONDA,GUACARI,PARTICULAR,NO APLICA,,
HERIDOS,11/16/2020 12:00:00 AM,2020,1899-12-31T14:10:00.000,TARDE,1_LUNES,SANTA RITA,CALLE 36 CARRERA 27,URBANA,TECNICO,353.264,-7.629.707,SEMAFORO EN ROJO,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,RENAULT,CALI,PARTICULAR,NO APLICA,,
HERIDOS,11/17/2020 12:00:00 AM,2020,1899-12-31T14:15:00.000,TARDE,2_MARTES,ZAMORANO,CARRERA 28 CALLE 60 -58,URBANA,TECNICO,354.956,-7.629.451,NO MANTENER DISTANCIA,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,YAMAHA,PRADERA,PARTICULAR,NO APLICA,,
HERIDOS,11/17/2020 12:00:00 AM,2020,1899-12-31T14:15:00.000,TARDE,2_MARTES,ZAMORANO,CARRERA 28 CALLE 60 -58,URBANA,TECNICO,354.956,-7.629.451,NO MANTENER DISTANCIA,CICLISTA,CHOQUE,1,NO APLICA,RAUL,NO APLICA,BICICLETA,NO APLICA,NO APLICA,PARTICULAR,NO APLICA,,
HERIDOS,11/17/2020 12:00:00 AM,2020,1899-12-31T11:00:00.000,MAÑANA,2_MARTES,COLOMBIA,CARRERA 32 CALLE 39-52,URBANA,TECNICO,353.633,-7.630.115,NO ESTAR PENDIENTE DE LA VIA,CICLISTA,CHOQUE,1,NO APLICA,RAUL,NO APLICA,BICICLETA,NO APLICA,NO APLICA,PARTICULAR,NO APLICA,,
HERIDOS,11/17/2020 12:00:00 AM,2020,1899-12-31T11:00:00.000,MAÑANA,2_MARTES,COLOMBIA,CARRERA 32 CALLE 39-52,URBANA,TECNICO,353.633,-7.630.115,NO ESTAR PENDIENTE DE LA VIA,MOTOCICLISTA,CHOQUE,1,NO APLICA,RAUL,NO APLICA,MOTO,BAJAJ,CALI,PARTICULAR,NO APLICA,,
HERIDOS,11/17/2020 12:00:00 AM,2020,1899-12-31T12:30:00.000,TARDE,2_MARTES,COLOMBIA,CALLE 33 CARRERA 31,URBANA,TECNICO,353.076,-7.630.103,SEMAFORO EN ROJO,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,MOTO,SUZUKI,PALMIRA,PARTICULAR,NO APLICA,,
HERIDOS,11/17/2020 12:00:00 AM,2020,1899-12-31T12:30:00.000,TARDE,2_MARTES,COLOMBIA,CALLE 33 CARRERA 31,URBANA,TECNICO,353.076,-7.630.103,SEMAFORO EN ROJO,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,MEDELLIN,PARTICULAR,NO APLICA,,
DAÑOS,11/17/2020 12:00:00 AM,2020,1899-12-31T11:05:00.000,MAÑANA,2_MARTES,LAS FLORES,CALLE 30 CARRERA 1,URBANA,TECNICO,352.133,-7.627.818,RVERSO IMPRUDENTE,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMION,CHEVROLET,GUACARI,PUBLICO,NO APLICA,,
DAÑOS,11/17/2020 12:00:00 AM,2020,1899-12-31T11:05:00.000,MAÑANA,2_MARTES,LAS FLORES,CALLE 30 CARRERA 1,URBANA,TECNICO,352.133,-7.627.818,RVERSO IMPRUDENTE,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,CHEVROLET,CALI,PUBLICO,NO APLICA,,
HERIDOS,11/16/2020 12:00:00 AM,2020,1899-12-31T12:30:00.000,TARDE,1_LUNES,CHAPINERO SUR,CARRERA 32 VIA BOLO,RURAL,TECNICO,349.999,-7.631.859,INVADIENDO CARRIL,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,KIA,CALI,PARTICULAR,NO APLICA,,
HERIDOS,11/16/2020 12:00:00 AM,2020,1899-12-31T12:30:00.000,TARDE,1_LUNES,CHAPINERO SUR,CARRERA 32 VIA BOLO,RURAL,TECNICO,349.999,-7.631.859,INVADIENDO CARRIL,CONDUCTOR,CHOQUE,1,NO APLICA,SANTA BARBARA,NO APLICA,CAMIONETA,KIA,CALI,PARTICULAR,NO APLICA,,
HERIDOS,11/16/2020 12:00:00 AM,2020,1899-12-31T12:30:00.000,TARDE,1_LUNES,CHAPINERO SUR,CARRERA 32 VIA BOLO,RURAL,TECNICO,349.999,-7.631.859,INVADIENDO CARRIL,ACOMPAÑANTE CONDUCTOR,CHOQUE,1,NO APLICA,SANTA BARBARA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
HERIDOS,11/16/2020 12:00:00 AM,2020,1899-12-31T12:30:00.000,TARDE,1_LUNES,CHAPINERO SUR,CARRERA 32 VIA BOLO,RURAL,TECNICO,349.999,-7.631.859,INVADIENDO CARRIL,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,BUS,HINO,PRADERA,PUBLICO,COODETRANS PALMIRA,,
HERIDOS,11/16/2020 12:00:00 AM,2020,1899-12-31T12:30:00.000,TARDE,1_LUNES,CHAPINERO SUR,CARRERA 32 VIA BOLO,RURAL,TECNICO,349.999,-7.631.859,INVADIENDO CARRIL,ACOMPAÑANTE CONDUCTOR,CHOQUE,1,NO APLICA,FRACTURAS,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
HERIDOS,11/16/2020 12:00:00 AM,2020,1899-12-31T12:30:00.000,TARDE,1_LUNES,CHAPINERO SUR,CARRERA 32 VIA BOLO,RURAL,TECNICO,349.999,-7.631.859,INVADIENDO CARRIL,PASAJERO,CHOQUE,1,NO APLICA,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
HERIDOS,11/16/2020 12:00:00 AM,2020,1899-12-31T12:30:00.000,TARDE,1_LUNES,CHAPINERO SUR,CARRERA 32 VIA BOLO,RURAL,TECNICO,349.999,-7.631.859,INVADIENDO CARRIL,PASAJERO,CHOQUE,1,NO APLICA,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
HERIDOS,11/16/2020 12:00:00 AM,2020,1899-12-31T12:30:00.000,TARDE,1_LUNES,CHAPINERO SUR,CARRERA 32 VIA BOLO,RURAL,TECNICO,349.999,-7.631.859,INVADIENDO CARRIL,PASAJERO,CHOQUE,1,NO APLICA,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
HERIDOS,11/16/2020 12:00:00 AM,2020,1899-12-31T12:30:00.000,TARDE,1_LUNES,CHAPINERO SUR,CARRERA 32 VIA BOLO,RURAL,TECNICO,349.999,-7.631.859,INVADIENDO CARRIL,PASAJERO,CHOQUE,1,NO APLICA,SANTA BARBARA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
DAÑOS,11/17/2020 12:00:00 AM,2020,1899-12-31T11:05:00.000,MAÑANA,2_MARTES,LAS FLORES,CALLE 30 CARRERA 1,URBANA,TECNICO,352.133,-7.627.818,CONTINUAR LA MARCHA SIN PRECAUCION,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMION,CHEVROLET,GUACARI,PUBLICO,NO APLICA,,
DAÑOS,11/17/2020 12:00:00 AM,2020,1899-12-31T11:05:00.000,MAÑANA,2_MARTES,LAS FLORES,CALLE 30 CARRERA 1,URBANA,TECNICO,352.133,-7.627.818,CONTINUAR LA MARCHA SIN PRECAUCION,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,BUS,CHEVROLET,PALMIRA,PUBLICO,LINEAS DEL VALLE,,
DAÑOS,11/18/2020 12:00:00 AM,2020,1899-12-31T09:10:00.000,MAÑANA,3_MIERCOLES,SANTA BARBARA,CALLE 26 CARRERA 46,URBANA,TECNICO,3.5411,-7.629.517,PERDIDA DEL CONTROL,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,CALI,PARTICULAR,NO APLICA,,
DAÑOS,11/18/2020 12:00:00 AM,2020,1899-12-31T09:10:00.000,MAÑANA,3_MIERCOLES,SANTA BARBARA,CALLE 26 CARRERA 46,URBANA,TECNICO,3.5411,-7.629.517,PERDIDA DEL CONTROL,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,YAMAHA,CALI,PARTICULAR,NO APLICA,,
HERIDOS,11/19/2020 12:00:00 AM,2020,1899-12-31T13:30:00.000,TARDE,4_JUEVES,DANUBIO,CALLE 34A CARRERA 17,URBANA,TECNICO,353.068,-7.628.869,DESOBEDECER SEÑALES,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,CHEVROLET,PALMIRA,PARTICULAR,NO APLICA,,
HERIDOS,11/19/2020 12:00:00 AM,2020,1899-12-31T13:30:00.000,TARDE,4_JUEVES,DANUBIO,CALLE 34A CARRERA 17,URBANA,TECNICO,353.068,-7.628.869,DESOBEDECER SEÑALES,MOTOCICLISTA,CHOQUE,1,NO APLICA,RAUL,NO APLICA,MOTO,AKT,DOSQUEBRADAS,PARTICULAR,NO APLICA,,
DAÑOS,11/18/2020 12:00:00 AM,2020,1899-12-31T15:40:00.000,TARDE,3_MIERCOLES,CENTRO,CARRERA 33A CALLE 31,URBANA,TECNICO,352.874,-7.630.433,ADELANTAR CERRANDO,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,GUACARI,PARTICULAR,NO APLICA,,
DAÑOS,11/18/2020 12:00:00 AM,2020,1899-12-31T15:40:00.000,TARDE,3_MIERCOLES,CENTRO,CARRERA 33A CALLE 31,URBANA,TECNICO,352.874,-7.630.433,ADELANTAR CERRANDO,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMION,CHEVROLET,YUMBO,PUBLICO,NO APLICA,,
HERIDOS,11/18/2020 12:00:00 AM,2020,1899-12-31T21:10:00.000,NOCHE,3_MIERCOLES,TRINIDAD,CALLE 29 CARRERA 23,URBANA,TECNICO,352.553,-7.629.489,DESOBEDECER SEÑALES,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,PALMIRA,PARTICULAR,NO APLICA,,
HERIDOS,11/18/2020 12:00:00 AM,2020,1899-12-31T21:10:00.000,NOCHE,3_MIERCOLES,TRINIDAD,CALLE 29 CARRERA 23,URBANA,TECNICO,352.553,-7.629.489,DESOBEDECER SEÑALES,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,MOTO,HONDA,FLORIDA,PARTICULAR,NO APLICA,,
HERIDOS,11/18/2020 12:00:00 AM,2020,1899-12-31T21:40:00.000,NOCHE,3_MIERCOLES,COLOMBINA,CALLE 28 CARRERA 18,URBANA,TECNICO,3.5243,-7.629.071,DESOBEDECER SEÑALES,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,MOTO,HONDA,FLORIDA,PARTICULAR,NO APLICA,,
HERIDOS,11/18/2020 12:00:00 AM,2020,1899-12-31T21:40:00.000,NOCHE,3_MIERCOLES,COLOMBINA,CALLE 28 CARRERA 18,URBANA,TECNICO,3.5243,-7.629.071,DESOBEDECER SEÑALES,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PALMIRA,PARTICULAR,NO APLICA,,
DAÑOS,11/20/2020 12:00:00 AM,2020,1899-12-31T09:50:00.000,MAÑANA,5_VIERNES,INDUSTRIAL,CALLE 42 CARRERA 34B -144,URBANA,TECNICO,353.869,-7.630.388,ADELANTAR POR LA DERECHA,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,CALI,PARTICULAR,NO APLICA,,
DAÑOS,11/20/2020 12:00:00 AM,2020,1899-12-31T09:50:00.000,MAÑANA,5_VIERNES,INDUSTRIAL,CALLE 42 CARRERA 34B -144,URBANA,TECNICO,353.869,-7.630.388,ADELANTAR POR LA DERECHA,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,BUS,CHEVROLET,GUACARI,PUBLICO,EXPRESO MEJIA,,
HERIDOS,11/19/2020 12:00:00 AM,2020,1899-12-31T17:20:00.000,TARDE,4_JUEVES,RECREO,CARRERA 24 CALLE 22,URBANA,TECNICO,351.972,-7.629.586,NO RESPETAR PRELACION,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,MOTO,AUTECO,PRADERA,PARTICULAR,NO APLICA,,
HERIDOS,11/19/2020 12:00:00 AM,2020,1899-12-31T17:20:00.000,TARDE,4_JUEVES,RECREO,CARRERA 24 CALLE 22,URBANA,TECNICO,351.972,-7.629.586,NO RESPETAR PRELACION,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMPERO,MITSUBISHI,CALI,PARTICULAR,NO APLICA,,
HERIDOS,11/20/2020 12:00:00 AM,2020,1899-12-31T09:20:00.000,MAÑANA,5_VIERNES,URIBE,CALLE 35 CARRRA 22,URBANA,TECNICO,353.131,-7.629.327,DESOBEDECER SEÑALES,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMA,NO APLICA,MOTO,BAJAJ,FLORIDA,PARTICULAR,NO APLICA,,
HERIDOS,11/20/2020 12:00:00 AM,2020,1899-12-31T09:20:00.000,MAÑANA,5_VIERNES,URIBE,CALLE 35 CARRRA 22,URBANA,TECNICO,353.131,-7.629.327,DESOBEDECER SEÑALES,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMA,NO APLICA,MOTO,HONDA,GUACARI,PARTICULAR,NO APLICA,,
HERIDOS,11/20/2020 12:00:00 AM,2020,1899-12-31T09:20:00.000,MAÑANA,5_VIERNES,URIBE,CALLE 35 CARRRA 22,URBANA,TECNICO,353.131,-7.629.327,DESOBEDECER SEÑALES,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
DAÑOS,11/20/2020 12:00:00 AM,2020,1899-12-31T11:30:00.000,MAÑANA,5_VIERNES,OBRERO,CALLE 41 CARRERA 26,URBANA,TECNICO,353.694,-7.629.558,REVERSO IMPRUDENTE,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PALMIRA,PARTICULAR,NO APLICA,,
DAÑOS,11/20/2020 12:00:00 AM,2020,1899-12-31T11:30:00.000,MAÑANA,5_VIERNES,OBRERO,CALLE 41 CARRERA 26,URBANA,TECNICO,353.694,-7.629.558,REVERSO IMPRUDENTE,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,BUS,HINO,PALMIRA,PUBLICO,COODETRANS PALMIRA,,
HERIDOS,11/20/2020 12:00:00 AM,2020,1899-12-31T13:40:00.000,TARDE,5_VIERNES,OBRERO,CARRERA 25 CALLE 35-69,URBANA,TECNICO,353.193,-762.955,PERDIDA DEL CONTROL,MOTOCICLISTA,VOLCAMIENTO,1,NO APLICA,FRACTURAS,NO APLICA,MOTO,YAMAHA,CALI,PARTICULAR,NO APLICA,,
DAÑOS,11/20/2020 12:00:00 AM,2020,1899-12-31T20:30:00.000,NOCHE,5_VIERNES,PRADO,CARRERA 41 CALLE 37,URBANA,TECNICO,353.416,-7.631.139,PONER EN MARCHA VEHICULO SIN PRECAUCION,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,TULUA,PARTICULAR,NO APLICA,,
DAÑOS,11/20/2020 12:00:00 AM,2020,1899-12-31T20:30:00.000,NOCHE,5_VIERNES,PRADO,CARRERA 41 CALLE 37,URBANA,TECNICO,353.416,-7.631.139,PONER EN MARCHA VEHICULO SIN PRECAUCION,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,CALI,PARTICULAR,NO APLICA,,
DAÑOS,11/21/2020 12:00:00 AM,2020,1899-12-31T09:43:00.000,MAÑANA,6_SABADO,VIA CALI PALMIRA,ITALCO BODEGA,RURAL,TECNICO,351.034,-7.640.526,REVERSO IMPRUDENTE,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,TRACTO CAMION,INTERNATIONAL,SABANETA,PUBLICO,NO APLICA,,
DAÑOS,11/21/2020 12:00:00 AM,2020,1899-12-31T09:43:00.000,MAÑANA,6_SABADO,VIA CALI PALMIRA,ITALCO BODEGA,RURAL,TECNICO,351.034,-7.640.526,REVERSO IMPRUDENTE,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMION,HINO,SOGAMOSO,PUBLICO,NO APLICA,,
HERIDOS,11/16/2020 12:00:00 AM,2020,1899-12-31T13:30:00.000,TARDE,4_JUEVES,URIBE,CALLE 35 CARRERA 23,URBANA,TECNICO,353.141,-7.629.398,DESOBEDECER SEÑALES,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,CHERY,CALI,PARTICULAR,NO APLICA,,
HERIDOS,11/16/2020 12:00:00 AM,2020,1899-12-31T13:30:00.000,TARDE,4_JUEVES,URIBE,CALLE 35 CARRERA 23,URBANA,TECNICO,353.141,-7.629.398,DESOBEDECER SEÑALES,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PALMIRA,PUBLICO,TRANS UNIDOS,,
HERIDOS,11/16/2020 12:00:00 AM,2020,1899-12-31T13:30:00.000,TARDE,4_JUEVES,URIBE,CALLE 35 CARRERA 23,URBANA,TECNICO,353.141,-7.629.398,DESOBEDECER SEÑALES,ACOMPAÑANTE CONDUCTOR,CHOQUE,1,NO APLICA,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
HERIDOS,11/16/2020 12:00:00 AM,2020,1899-12-31T13:30:00.000,TARDE,4_JUEVES,URIBE,CALLE 35 CARRERA 23,URBANA,TECNICO,353.141,-7.629.398,DESOBEDECER SEÑALES,ACOMPAÑANTE CONDUCTOR,CHOQUE,1,NO APLICA,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
HERIDOS,11/20/2020 12:00:00 AM,2020,1899-12-31T15:00:00.000,TARDE,5_VIERNES,CENTRO POBLADO BOLO,SAN ALIZAL KM 2 + 800 MTS LA VIRGEN,RURAL,TECNICO,346.364,-7.634.849,INVACION DE CARRIL,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,MOTO,SUZUKI,CARTAGO,PARTICULAR,NO APLICA,,
HERIDOS,11/20/2020 12:00:00 AM,2020,1899-12-31T15:00:00.000,TARDE,5_VIERNES,CENTRO POBLADO BOLO,SAN ALIZAL KM 2 + 800 MTS LA VIRGEN,RURAL,TECNICO,346.364,-7.634.849,INVACION DE CARRIL,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,JAC,EL CERRITO,PUBLICO,NO APLICA,,
HERIDOS,11/20/2020 12:00:00 AM,2020,1899-12-31T15:00:00.000,TARDE,5_VIERNES,CENTRO POBLADO BOLO,SAN ALIZAL KM 2 + 800 MTS LA VIRGEN,RURAL,TECNICO,346.364,-7.634.849,INVACION DE CARRIL,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
DAÑOS,11/21/2020 12:00:00 AM,2020,1899-12-31T19:02:00.000,NOCHE,6_SABADO,OBRERO,CALLE 35 CARRERA 24,URBANA,TECNICO,353.153,-7.629.495,DESOBEDECER SEÑALES,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMPERO,FORD,ENVIGADO,PARTICULAR,NO APLICA,,
DAÑOS,11/21/2020 12:00:00 AM,2020,1899-12-31T19:02:00.000,NOCHE,6_SABADO,OBRERO,CALLE 35 CARRERA 24,URBANA,TECNICO,353.153,-7.629.495,DESOBEDECER SEÑALES,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,HONDA,FLORIDA,PARTICULAR,NO APLICA,,
DAÑOS,11/21/2020 12:00:00 AM,2020,1899-12-31T21:30:00.000,NOCHE,6_SABADO,VERSALLE S,CALLE 42 CARRERA 28,URBANA,TECNICO,3.5382,-7.629.728,NO MANTENER DISTANCIA,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PALMIRA,PUBLICO,FLOTA PALMIRA,,
